1460000011,2,2017-12-15 00:05:46,2017-12-15 00:09:49,N,1,,,,,3,0.6,4.5,0.5,0.5,0.87,0.0,,0.3,6.67,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000012,2,2017-12-15 00:10:48,2017-12-15 00:20:24,N,1,,,,,3,0.97,7.5,0.5,0.5,0.0,0.0,,0.3,8.8,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000013,2,2017-12-15 00:26:39,2017-12-15 00:39:18,N,1,,,,,3,1.82,9.5,0.5,0.5,3.0,0.0,,0.3,13.8,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000014,2,2017-12-15 00:40:49,2017-12-15 01:16:48,N,1,,,,,3,8.99,31.0,0.5,0.5,6.46,0.0,,0.3,38.76,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000015,2,2017-12-15 00:24:04,2017-12-15 00:34:56,N,1,,,,,1,5.04,16.0,0.5,0.5,5.19,0.0,,0.3,22.49,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000016,1,2017-12-15 00:06:12,2017-12-15 00:35:33,N,1,,,,,1,5.3,21.5,0.5,0.5,1.5,0.0,,0.3,24.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000017,1,2017-12-15 00:38:38,2017-12-15 00:54:18,N,1,,,,,1,0.9,10.5,0.5,0.5,1.0,0.0,,0.3,12.8,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000018,1,2017-12-15 00:33:57,2017-12-15 00:47:58,N,1,,,,,1,2.1,11.5,0.5,0.5,2.55,0.0,,0.3,15.35,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000019,1,2017-12-15 00:00:23,2017-12-15 00:13:38,N,1,,,,,1,1.4,9.5,0.5,0.5,1.5,0.0,,0.3,12.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000020,1,2017-12-15 00:21:30,2017-12-15 00:31:23,N,1,,,,,1,1.5,8.0,0.5,0.5,2.3,0.0,,0.3,11.6,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000021,1,2017-12-15 00:47:17,2017-12-15 01:02:26,N,1,,,,,1,2.8,12.0,0.5,0.5,1.0,0.0,,0.3,14.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000022,1,2017-12-15 00:22:56,2017-12-15 00:29:31,N,1,,,,,1,1.5,7.0,0.5,0.5,3.5,0.0,,0.3,11.8,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000023,1,2017-12-15 00:44:16,2017-12-15 00:50:13,N,1,,,,,1,0.9,6.0,0.5,0.5,1.45,0.0,,0.3,8.75,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000024,2,2017-12-15 00:21:58,2017-12-15 00:44:00,N,1,,,,,1,13.41,37.0,0.5,0.5,0.0,0.0,,0.3,38.3,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000025,2,2017-12-15 00:18:22,2017-12-15 00:33:48,N,1,,,,,1,1.71,11.0,0.5,0.5,0.0,0.0,,0.3,12.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000026,2,2017-12-15 00:39:06,2017-12-15 00:52:25,N,1,,,,,1,1.01,9.0,0.5,0.5,1.54,0.0,,0.3,11.84,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000027,2,2017-12-15 01:00:32,2017-12-15 01:20:29,N,1,,,,,1,3.69,16.0,0.5,0.5,2.6,0.0,,0.3,19.9,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000028,1,2017-12-15 00:09:13,2017-12-15 00:25:51,N,1,,,,,1,1.9,12.0,0.5,0.5,1.0,0.0,,0.3,14.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000029,1,2017-12-15 00:27:17,2017-12-15 00:35:39,N,1,,,,,1,1.0,7.0,0.5,0.5,1.65,0.0,,0.3,9.95,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000030,1,2017-12-15 00:37:01,2017-12-15 00:41:47,N,1,,,,,1,0.6,5.0,0.5,0.5,1.25,0.0,,0.3,7.55,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000031,1,2017-12-15 00:44:51,2017-12-15 00:52:31,N,1,,,,,1,1.8,8.0,0.5,0.5,1.0,0.0,,0.3,10.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000032,1,2017-12-15 00:58:04,2017-12-15 01:42:27,N,1,,,,,1,12.1,41.0,0.5,0.5,2.0,0.0,,0.3,44.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000033,1,2017-12-15 00:04:01,2017-12-15 00:20:26,N,1,,,,,1,1.7,12.0,0.5,0.5,0.0,0.0,,0.3,13.3,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000034,1,2017-12-15 00:21:36,2017-12-15 00:23:09,N,1,,,,,1,0.2,3.0,0.5,0.5,0.0,0.0,,0.3,4.3,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000035,1,2017-12-15 00:24:05,2017-12-15 00:38:33,N,1,,,,,1,3.1,12.5,0.5,0.5,0.0,0.0,,0.3,13.8,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000036,1,2017-12-15 00:49:14,2017-12-15 01:05:23,N,1,,,,,1,3.9,15.0,0.5,0.5,3.25,0.0,,0.3,19.55,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000037,1,2017-12-15 00:19:03,2017-12-15 00:44:02,N,1,,,,,1,3.5,17.0,0.5,0.5,2.75,0.0,,0.3,21.05,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000038,1,2017-12-15 00:47:45,2017-12-15 01:01:16,N,1,,,,,1,4.9,16.5,0.5,0.5,0.0,0.0,,0.3,17.8,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000039,2,2017-12-15 00:23:06,2017-12-15 00:24:06,N,1,,,,,1,0.36,3.5,0.5,0.5,0.0,0.0,,0.3,4.8,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000040,2,2017-12-15 00:27:28,2017-12-15 00:30:57,N,1,,,,,1,0.99,5.0,0.5,0.5,1.26,0.0,,0.3,7.56,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000041,2,2017-12-15 00:18:20,2017-12-15 00:41:29,N,1,,,,,1,3.74,18.0,0.5,0.5,3.86,0.0,,0.3,23.16,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000042,1,2017-12-15 00:08:31,2017-12-15 00:11:07,N,1,,,,,1,0.5,4.0,0.5,0.5,1.05,0.0,,0.3,6.35,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000043,1,2017-12-15 00:13:03,2017-12-15 00:33:47,N,1,,,,,1,7.2,22.5,0.5,0.5,0.0,5.76,,0.3,29.56,3,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000044,2,2017-12-15 00:30:10,2017-12-15 00:45:02,N,1,,,,,1,3.02,12.5,0.5,0.5,0.0,0.0,,0.3,13.8,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000045,2,2017-12-15 00:49:42,2017-12-15 01:13:51,N,1,,,,,1,5.27,20.0,0.5,0.5,2.0,0.0,,0.3,23.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000046,2,2017-12-15 00:05:58,2017-12-15 00:25:43,N,1,,,,,1,4.15,17.0,0.5,0.5,4.58,0.0,,0.3,22.88,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000047,2,2017-12-15 00:37:28,2017-12-15 00:42:26,N,1,,,,,1,1.0,5.5,0.5,0.5,1.36,0.0,,0.3,8.16,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000048,1,2017-12-15 00:15:17,2017-12-15 00:37:01,N,1,,,,,1,4.0,16.5,0.5,0.5,3.55,0.0,,0.3,21.35,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000049,1,2017-12-15 00:42:53,2017-12-15 00:59:39,N,1,,,,,1,3.3,14.5,0.5,0.5,3.15,0.0,,0.3,18.95,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000050,2,2017-12-15 00:33:52,2017-12-15 00:40:49,N,1,,,,,1,0.4,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000051,2,2017-12-15 00:46:35,2017-12-15 00:56:49,N,1,,,,,1,1.26,8.5,0.5,0.5,2.0,0.0,,0.3,11.8,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000052,1,2017-12-15 00:06:04,2017-12-15 00:31:04,N,1,,,,,1,4.5,20.0,0.5,0.5,4.26,0.0,,0.3,25.56,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000053,2,2017-12-15 00:30:11,2017-12-15 00:34:09,N,1,,,,,3,1.14,5.5,0.5,0.5,2.04,0.0,,0.3,8.84,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000054,2,2017-12-15 00:45:10,2017-12-15 01:11:33,N,1,,,,,5,10.5,31.5,0.5,0.5,0.0,5.76,,0.3,38.56,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000055,2,2017-12-15 00:31:27,2017-12-15 00:53:23,N,1,,,,,2,4.4,18.0,0.5,0.5,4.82,0.0,,0.3,24.12,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000056,2,2017-12-15 00:23:15,2017-12-15 00:33:59,N,1,,,,,1,1.26,8.5,0.5,0.5,1.96,0.0,,0.3,11.76,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000057,1,2017-12-15 00:18:49,2017-12-15 00:25:53,N,1,,,,,2,1.1,6.5,0.5,0.5,1.55,0.0,,0.3,9.35,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000058,1,2017-12-15 00:28:53,2017-12-15 00:35:26,N,1,,,,,1,0.8,6.0,0.5,0.5,1.45,0.0,,0.3,8.75,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000059,1,2017-12-15 00:36:04,2017-12-15 00:58:54,N,1,,,,,1,4.0,17.0,0.5,0.5,3.65,0.0,,0.3,21.95,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000060,1,2017-12-15 00:52:09,2017-12-15 00:59:47,N,1,,,,,1,1.0,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000061,2,2017-12-15 00:07:57,2017-12-15 00:25:09,N,1,,,,,1,2.79,13.0,0.5,0.5,0.0,0.0,,0.3,14.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000062,2,2017-12-15 00:26:09,2017-12-15 00:29:52,N,1,,,,,1,0.68,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000063,2,2017-12-15 00:31:59,2017-12-15 00:40:18,N,1,,,,,1,1.31,7.5,0.5,0.5,1.25,0.0,,0.3,10.05,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000064,2,2017-12-15 00:49:06,2017-12-15 01:07:13,N,1,,,,,1,4.21,15.5,0.5,0.5,3.36,0.0,,0.3,20.16,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000065,2,2017-12-15 00:56:03,2017-12-15 01:37:49,N,1,,,,,1,22.4,62.5,0.5,0.5,17.39,5.76,,0.3,86.95,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000066,1,2017-12-15 00:01:19,2017-12-15 00:12:58,N,1,,,,,1,1.8,10.0,0.5,0.5,1.0,0.0,,0.3,12.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000067,1,2017-12-15 00:18:24,2017-12-15 01:04:16,N,5,,,,,1,5.0,0.0,0.0,0.0,0.0,10.5,,0.3,10.8,3,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000068,2,2017-12-15 00:08:27,2017-12-15 00:38:37,N,1,,,,,1,4.88,21.5,0.5,0.5,2.28,0.0,,0.3,25.08,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000069,2,2017-12-15 00:42:27,2017-12-15 00:53:50,N,1,,,,,1,5.28,17.0,0.5,0.5,4.81,5.76,,0.3,28.87,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000070,2,2017-12-15 00:05:56,2017-12-15 00:22:42,N,1,,,,,2,2.29,11.5,0.5,0.5,2.56,0.0,,0.3,15.36,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000071,2,2017-12-15 00:27:09,2017-12-15 00:31:47,N,1,,,,,2,0.77,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000072,2,2017-12-15 00:42:03,2017-12-15 01:00:47,N,1,,,,,2,3.28,14.5,0.5,0.5,3.95,0.0,,0.3,19.75,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000073,1,2017-12-15 00:45:21,2017-12-15 00:50:56,N,1,,,,,1,1.5,7.0,0.5,0.5,1.65,0.0,,0.3,9.95,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000074,2,2017-12-15 00:08:09,2017-12-15 00:21:11,N,1,,,,,5,1.97,10.5,0.5,0.5,2.36,0.0,,0.3,14.16,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000075,2,2017-12-15 00:21:48,2017-12-15 00:57:13,N,1,,,,,5,5.4,24.0,0.5,0.5,0.0,0.0,,0.3,25.3,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000076,1,2017-12-15 00:09:11,2017-12-15 00:35:18,N,1,,,,,4,5.2,21.5,0.5,0.5,0.0,0.0,,0.3,22.8,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000077,1,2017-12-15 00:42:08,2017-12-15 00:42:09,N,1,,,,,1,5.3,2.5,0.5,0.5,0.0,0.0,,0.3,3.8,3,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000078,1,2017-12-15 00:45:28,2017-12-15 01:05:27,N,1,,,,,1,6.9,22.5,0.5,0.5,3.0,5.76,,0.3,32.56,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000079,2,2017-12-15 00:03:48,2017-12-15 00:38:38,N,1,,,,,6,7.86,29.0,0.5,0.5,9.09,0.0,,0.3,39.39,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000080,1,2017-12-15 00:25:04,2017-12-15 00:28:18,N,1,,,,,2,0.6,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000081,1,2017-12-15 00:34:23,2017-12-15 00:59:40,N,1,,,,,1,3.6,17.5,0.5,0.5,3.0,0.0,,0.3,21.8,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000082,2,2017-12-15 00:53:37,2017-12-15 01:11:06,N,1,,,,,1,2.77,13.0,0.5,0.5,2.86,0.0,,0.3,17.16,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000083,2,2017-12-15 00:09:00,2017-12-15 00:42:14,N,1,,,,,1,4.94,24.5,0.5,0.5,5.16,0.0,,0.3,30.96,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000084,1,2017-12-15 00:00:49,2017-12-15 00:07:51,N,1,,,,,1,0.5,6.0,0.5,0.5,1.0,0.0,,0.3,8.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000085,1,2017-12-15 00:22:47,2017-12-15 00:30:21,N,1,,,,,4,0.6,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000086,1,2017-12-15 00:32:04,2017-12-15 00:39:38,N,1,,,,,1,0.9,6.5,0.5,0.5,1.55,0.0,,0.3,9.35,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000087,1,2017-12-15 00:50:23,2017-12-15 01:05:29,N,1,,,,,1,3.0,13.0,0.5,0.5,2.85,0.0,,0.3,17.15,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000088,2,2017-12-15 00:08:01,2017-12-15 00:25:35,N,1,,,,,1,2.8,14.0,0.5,0.5,0.0,0.0,,0.3,15.3,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000089,2,2017-12-15 00:27:27,2017-12-15 00:55:33,N,1,,,,,1,4.05,19.5,0.5,0.5,5.2,0.0,,0.3,26.0,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000090,2,2017-12-15 00:11:22,2017-12-15 00:37:10,N,1,,,,,2,5.04,19.5,0.5,0.5,0.0,0.0,,0.3,20.8,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000091,2,2017-12-15 01:00:50,2017-12-15 01:29:18,N,1,,,,,2,7.11,24.5,0.5,0.5,0.0,0.0,,0.3,25.8,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000092,1,2017-12-15 00:26:01,2017-12-15 00:48:49,N,1,,,,,1,14.6,40.0,0.5,0.5,8.25,0.0,,0.3,49.55,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000093,1,2017-12-15 00:10:53,2017-12-15 00:48:57,N,1,,,,,1,14.3,43.5,0.5,0.5,8.95,0.0,,0.3,53.75,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000094,2,2017-12-15 00:31:37,2017-12-15 00:37:18,N,1,,,,,1,0.48,5.0,0.5,0.5,1.26,0.0,,0.3,7.56,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000095,2,2017-12-15 00:41:42,2017-12-15 00:51:54,N,1,,,,,1,1.66,9.0,0.5,0.5,1.0,0.0,,0.3,11.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000096,2,2017-12-15 00:53:10,2017-12-15 01:12:40,N,1,,,,,1,3.08,15.5,0.5,0.5,1.0,0.0,,0.3,17.8,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000097,2,2017-12-15 00:17:32,2017-12-15 00:30:33,N,1,,,,,5,1.14,9.0,0.5,0.5,1.0,0.0,,0.3,11.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000098,2,2017-12-15 00:57:51,2017-12-15 01:11:23,N,1,,,,,5,2.01,10.0,0.5,0.5,2.26,0.0,,0.3,13.56,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000099,1,2017-12-15 00:43:52,2017-12-15 00:52:43,N,1,,,,,4,1.6,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000100,1,2017-12-15 00:02:26,2017-12-15 00:13:59,N,1,,,,,1,1.1,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,2,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
1460000101,1,2017-12-15 00:14:19,2017-12-15 00:56:54,N,5,,,,,1,18.5,100.0,0.0,0.0,15.0,0.0,,0.3,115.3,1,,,,yellow,0.11,1.0,1.2,28.0,20.0,3.8,,,,,,,,,,,,,,,,,,,,
